,Name,Party,State,Bill:,Congress-Session:,Category
1639,Steve Stockman,Republican Party,Texas,HJRes 176,104- 2,Cosponsor
1640,James V. Hansen,Republican Party,Utah,HJRes 176,104- 2,Cosponsor
1641,Jennifer B. Dunn,Republican Party,Washington,HJRes 176,104- 2,Cosponsor
1642,Barbara L. Cubin,Republican Party,Wyoming,HJRes 176,104- 2,Cosponsor
1643,Wayne A. Allard,Republican Party,Colorado,SJRes 30,108- 2,Primary
1644,Jefferson B. Sessions,Republican Party,Alabama,SJRes 30,108- 2,Cosponsor
1645,Richard C. Shelby,Republican Party,Alabama,SJRes 30,108- 2,Cosponsor
1646,Jon Kyl,Republican Party,Arizona,SJRes 30,108- 2,Cosponsor
1647,Zell Bryan Miller,Democratic Party,Georgia,SJRes 30,108- 2,Cosponsor
1648,Peter G. Fitzgerald,Republican Party,Illinois,SJRes 30,108- 2,Cosponsor
1649,Samuel D. Brownback,Republican Party,Kansas,SJRes 30,108- 2,Cosponsor
1650,Mitch McConnell,Republican Party,Kentucky,SJRes 30,108- 2,Cosponsor
1651,Trent Lott,Republican Party,Mississippi,SJRes 30,108- 2,Cosponsor
1652,Thad Cochran,Republican Party,Mississippi,SJRes 30,108- 2,Cosponsor
1653,James M. Talent,Republican Party,Missouri,SJRes 30,108- 2,Cosponsor
1654,James M. Inhofe,Republican Party,Oklahoma,SJRes 30,108- 2,Cosponsor
1655,Richard J. Santorum,Republican Party,Pennsylvania,SJRes 30,108- 2,Cosponsor
1656,William H. Frist,Republican Party,Tennessee,SJRes 30,108- 2,Cosponsor
1657,Kay Bailey Hutchison,Republican Party,Texas,SJRes 30,108- 2,Cosponsor
1658,Orrin G. Hatch,Republican Party,Utah,SJRes 30,108- 2,Cosponsor
1659,Michael B. Enzi,Republican Party,Wyoming,SJRes 30,108- 2,Cosponsor
1660,Virgil H. Goode Jr.,Democratic Party,Virginia,HJRes 93,105- 1,Primary
1661,John Abney Culberson,Republican Party,Texas,HJRes 5,114- 1,Primary
1662,Orrin G. Hatch,Republican Party,Utah,SJRes 17,113- 1,Primary
1663,Jefferson B. Sessions,Republican Party,Alabama,SJRes 17,113- 1,Cosponsor
1664,Lisa A. Murkowski,Republican Party,Alaska,SJRes 17,113- 1,Cosponsor
1665,John S. McCain,Republican Party,Arizona,SJRes 17,113- 1,Cosponsor
1666,John Boozman,Republican Party,Arkansas,SJRes 17,113- 1,Cosponsor
1667,Marco Rubio,Republican Party,Florida,SJRes 17,113- 1,Cosponsor
1668,James Risch,Republican Party,Idaho,SJRes 17,113- 1,Cosponsor
1669,Michael D. Crapo,Republican Party,Idaho,SJRes 17,113- 1,Cosponsor
1670,Daniel Ray Coats,Republican Party,Indiana,SJRes 17,113- 1,Cosponsor
1671,Charles E. Grassley,Republican Party,Iowa,SJRes 17,113- 1,Cosponsor
1672,Pat Roberts,Republican Party,Kansas,SJRes 17,113- 1,Cosponsor
1673,David Vitter,Republican Party,Louisiana,SJRes 17,113- 1,Cosponsor
1674,Susan M. Collins,Republican Party,Maine,SJRes 17,113- 1,Cosponsor
1675,Thad Cochran,Republican Party,Mississippi,SJRes 17,113- 1,Cosponsor
1676,Mike Johanns,Republican Party,Nebraska,SJRes 17,113- 1,Cosponsor
1677,Deb Fischer,Republican Party,Nebraska,SJRes 17,113- 1,Cosponsor
1678,Dean Heller,Republican Party,Nevada,SJRes 17,113- 1,Cosponsor
1679,Kelly Ayotte,Republican Party,New Hampshire,SJRes 17,113- 1,Cosponsor
1680,Richard M. Burr,Republican Party,North Carolina,SJRes 17,113- 1,Cosponsor
1681,Lindsey O. Graham,Republican Party,South Carolina,SJRes 17,113- 1,Cosponsor
1682,John Thune,Republican Party,South Dakota,SJRes 17,113- 1,Cosponsor
1683,John Cornyn,Republican Party,Texas,SJRes 17,113- 1,Cosponsor
1684,Michael B. Enzi,Republican Party,Wyoming,SJRes 17,113- 1,Cosponsor
1685,John A. Barrasso,Republican Party,Wyoming,SJRes 17,113- 1,Cosponsor
1686,Tim Huelskamp,Republican Party,Kansas,HJRes 51,113- 1,Primary
1687,Mo Brooks,Republican Party,Alabama,HJRes 51,113- 1,Cosponsor
1688,David Schweikert,Republican Party,Arizona,HJRes 51,113- 1,Cosponsor
1689,Trent Franks,Republican Party,Arizona,HJRes 51,113- 1,Cosponsor
1690,Matt Salmon,Republican Party,Arizona,HJRes 51,113- 1,Cosponsor
1691,Doug LaMalfa,Republican Party,California,HJRes 51,113- 1,Cosponsor
1692,Duncan D. Hunter,Republican Party,California,HJRes 51,113- 1,Cosponsor
1693,Richard B. Nugent,Republican Party,Florida,HJRes 51,113- 1,Cosponsor
1694,Jeff Miller,Republican Party,Florida,HJRes 51,113- 1,Cosponsor
1695,Paul C. Broun Jr.,Republican Party,Georgia,HJRes 51,113- 1,Cosponsor
1696,Lynn A. Westmoreland,Republican Party,Georgia,HJRes 51,113- 1,Cosponsor
1697,Randy Hultgren,Republican Party,Illinois,HJRes 51,113- 1,Cosponsor
1698,Tom P. Latham,Republican Party,Iowa,HJRes 51,113- 1,Cosponsor
1699,Steve A. King,Republican Party,Iowa,HJRes 51,113- 1,Cosponsor
1700,John Fleming,Republican Party,Louisiana,HJRes 51,113- 1,Cosponsor
1701,Charles W. Boustany Jr.,Republican Party,Louisiana,HJRes 51,113- 1,Cosponsor
1702,Andy Harris,Republican Party,Maryland,HJRes 51,113- 1,Cosponsor
1703,Tim Walberg,Republican Party,Michigan,HJRes 51,113- 1,Cosponsor
1704,Kerry L. Bentivolio,Republican Party,Michigan,HJRes 51,113- 1,Cosponsor
1705,Michele Marie Bachmann,Republican Party,Minnesota,HJRes 51,113- 1,Cosponsor
1706,Steven M. Palazzo,Republican Party,Mississippi,HJRes 51,113- 1,Cosponsor
1707,Alan Nunnelee,Republican Party,Mississippi,HJRes 51,113- 1,Cosponsor
1708,Gregg Harper,Republican Party,Mississippi,HJRes 51,113- 1,Cosponsor
1709,Vicky Hartzler,Republican Party,Missouri,HJRes 51,113- 1,Cosponsor
1710,Christopher H. Smith,Republican Party,New Jersey,HJRes 51,113- 1,Cosponsor
1711,Scott Garrett,Republican Party,New Jersey,HJRes 51,113- 1,Cosponsor
1712,Stevan E. Pearce,Republican Party,New Mexico,HJRes 51,113- 1,Cosponsor
1713,Robert Pittenger,Republican Party,North Carolina,HJRes 51,113- 1,Cosponsor
1714,Walter B. Jones Jr.,Republican Party,North Carolina,HJRes 51,113- 1,Cosponsor
1715,Mark Meadows,Republican Party,North Carolina,HJRes 51,113- 1,Cosponsor
1716,Richard Hudson,Republican Party,North Carolina,HJRes 51,113- 1,Cosponsor
1717,Mike McIntyre,Democratic Party,North Carolina,HJRes 51,113- 1,Cosponsor
1718,Jim Jordan,Republican Party,Ohio,HJRes 51,113- 1,Cosponsor
1719,Bob Gibbs,Republican Party,Ohio,HJRes 51,113- 1,Cosponsor
1720,Robert E. Latta,Republican Party,Ohio,HJRes 51,113- 1,Cosponsor
1721,Jim Bridenstine,Republican Party,Oklahoma,HJRes 51,113- 1,Cosponsor
1722,James Lankford,Republican Party,Oklahoma,HJRes 51,113- 1,Cosponsor
1723,Bill Shuster,Republican Party,Pennsylvania,HJRes 51,113- 1,Cosponsor
1724,Joseph R. Pitts,Republican Party,Pennsylvania,HJRes 51,113- 1,Cosponsor
1725,Mike Kelly,Republican Party,Pennsylvania,HJRes 51,113- 1,Cosponsor
1726,Keith J. Rothfus,Republican Party,Pennsylvania,HJRes 51,113- 1,Cosponsor
1727,Jeff Duncan,Republican Party,South Carolina,HJRes 51,113- 1,Cosponsor
1728,Joe G. Wilson,Republican Party,South Carolina,HJRes 51,113- 1,Cosponsor
1729,Kristi L. Noem,Republican Party,South Dakota,HJRes 51,113- 1,Cosponsor
1730,Stephen Lee Fincher,Republican Party,Tennessee,HJRes 51,113- 1,Cosponsor
1731,Ralph M. Hall,Republican Party,Texas,HJRes 51,113- 1,Cosponsor
1732,Steve Stockman,Republican Party,Texas,HJRes 51,113- 1,Cosponsor
1733,Randy Neugebauer,Republican Party,Texas,HJRes 51,113- 1,Cosponsor
1734,Sam Robert Johnson,Republican Party,Texas,HJRes 51,113- 1,Cosponsor
1735,Joe Linus Barton,Republican Party,Texas,HJRes 51,113- 1,Cosponsor
1736,Louie B. Gohmert Jr.,Republican Party,Texas,HJRes 51,113- 1,Cosponsor
1737,Kenny Ewell Marchant,Republican Party,Texas,HJRes 51,113- 1,Cosponsor
1738,John R. Carter,Republican Party,Texas,HJRes 51,113- 1,Cosponsor
1739,Randy K. Weber,Republican Party,Texas,HJRes 51,113- 1,Cosponsor
1740,K. Michael Conaway,Republican Party,Texas,HJRes 51,113- 1,Cosponsor
1741,Chris Stewart,Republican Party,Utah,HJRes 51,113- 1,Cosponsor
1742,Frank R. Wolf,Republican Party,Virginia,HJRes 51,113- 1,Cosponsor
1743,J. Randy Forbes,Republican Party,Virginia,HJRes 51,113- 1,Cosponsor
1744,Robert Hurt,Republican Party,Virginia,HJRes 51,113- 1,Cosponsor
1745,Nick J. Rahall II,Democratic Party,West Virginia,HJRes 51,113- 1,Cosponsor
