id,source_citation,source_group,title_or_description_from_source,date,congress,congressional_session,joint_resolution_chamber,joint_resolution_number,sponsor_name,sponsor_state_or_territory,committee_of_referral,text_of_amendment,ratified_yn,ratified_amendment,notes,constitute_topic1,constitute_topic2,constitute_topic3,constitute_topic4,constitute_topic5,constitute_topic6,constitute_topic7,constitute_topic8,constitute_topic9,flag_title,flag_text,flag
8757,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced Federal budget,1973-03-21,93,NA,NA,NA,Roberts,Texas,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8790,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced Federal budget,1973-05-17,93,NA,NA,NA,Bafalis,Florida,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8801,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced Federal budget,1973-06-07,93,NA,NA,NA,Snyder,Kentucky,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8820,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced Federal budget,1973-07-11,93,NA,NA,NA,Ginn,Georgia,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8835,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced Federal budget,1973-09-12,93,NA,NA,NA,Spence,South Carolina,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8890,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced Federal budget,1974-04-30,93,NA,NA,NA,Jarman,Oklahoma,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8894,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced Federal budget,1974-05-29,93,NA,NA,NA,Bauman,Maryland,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8897,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced Federal budget,1974-06-18,93,NA,NA,NA,Spence,South Carolina,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8898,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced Federal budget,1974-06-19,93,NA,NA,NA,Byron,Maryland,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8899,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced Federal budget,1974-06-20,93,NA,NA,NA,Archer,Texas,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8901,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced Federal budget,1974-06-21,93,NA,NA,NA,Johnson,Pennsylvania,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8914,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced Federal budget,1974-09-19,93,NA,NA,NA,Sandman,New Jersey,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8920,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced Federal budget,1974-10-03,93,NA,NA,NA,Lent,New York,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8937,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1975-03-12,94,NA,NA,NA,Curtis,Nebraska,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8942,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1975-06-10,94,NA,NA,NA,Talmadge,Georgia,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8956,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1976-03-16,94,NA,NA,NA,Curtis,Nebraska,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8960,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1975-01-14,94,NA,NA,NA,Bafalis,Florida,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8964,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1975-01-14,94,NA,NA,NA,de la Garza,Texas,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8970,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1975-01-14,94,NA,NA,NA,Treen,Louisiana,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8979,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1975-01-14,94,NA,NA,NA,Chappell,Florida,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8995,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1975-01-14,94,NA,NA,NA,Ketchum,California,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9036,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1975-01-29,94,NA,NA,NA,Byron,Maryland,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9049,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1975-02-04,94,NA,NA,NA,Gaydos,Pennsylvania,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9055,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1975-02-05,94,NA,NA,NA,Goldwater,California,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9067,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1975-02-26,94,NA,NA,NA,Mathis,Georgia,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9072,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1975-03-04,94,NA,NA,NA,Lujan,New Mexico,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9085,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1975-03-13,94,NA,NA,NA,Spence,South Carolina,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9086,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1975-03-13,94,NA,NA,NA,Spence,South Carolina,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9099,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1975-03-24,94,NA,NA,NA,Treen,Louisiana,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9135,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1975-05-22,94,NA,NA,NA,Bafalis,Florida,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9150,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1975-06-26,94,NA,NA,NA,Bafalis,Florida,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9163,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1975-08-01,94,NA,NA,NA,Bennett,Florida,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9168,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1975-09-09,94,NA,NA,NA,Lujan,New Mexico,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9175,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1975-09-25,94,NA,NA,NA,Steiger,Arizona,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9181,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1975-10-08,94,NA,NA,NA,Ginn,Georgia,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9182,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1975-10-22,94,NA,NA,NA,Runnels,New Mexico,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9186,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1975-11-04,94,NA,NA,NA,Teague,Texas,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9187,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1975-11-04,94,NA,NA,NA,Broyhill,North Carolina,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9225,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1976-04-30,94,NA,NA,NA,Jacobs,Indiana,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9236,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1976-07-21,94,NA,NA,NA,Paul,Texas,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9243,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget and reducing the national debt,1976-08-23,94,NA,NA,NA,Keys,Kansas,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9244,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget and reducing the national debt,1976-08-24,94,NA,NA,NA,Anderson,California,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9246,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget and reducing the national debt,1976-08-30,94,NA,NA,NA,Jacobs,Indiana,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
